product_id,product_name,category,cost_price,selling_price
PROD0246,Headphones,Books,17425.11,27644.6
PROD0254,Smartphone,Grocery,13895.32,21628.63
PROD0257,Headphones,Sports,15860.76,19453.11
PROD0233,Keyboard,Home,18441.27,25425.13
PROD0260,Laptop,Home,5116.85,6472.29
PROD0235,Laptop,Grocery,18688.26,25761.43
PROD0258,Shoes,Books,17423.25,24895.55
PROD0245,Keyboard,Books,10542.72,14291.9
PROD0256,Perfume,Beauty,2954.12,4103.35
PROD0231,Football,Books,14122.96,18881.98
PROD0236,Perfume,Beauty,14534.72,22192.54
PROD0253,Notebook,Fashion,12693.27,19581.41
PROD0261,Face Wash,Fashion,9331.8,11939.42
PROD0248,Rice,Home,7979.79,9465.16
PROD0251,Backpack,Fashion,12368.32,15530.24
PROD0262,Perfume,Grocery,1523.54,2400.12
PROD0239,T-shirt,Beauty,9134.13,11826.87
PROD0241,Coffee,Books,6397.62,8718.93
PROD0243,Perfume,Grocery,19298.25,23289.34
PROD0259,Notebook,Beauty,18260.94,22176.14
PROD0114,Laptop,Grocery,11403.65,15198.03
PROD0134,Rice,Sports,5750.28,7315.92
PROD0141,Novel,Sports,7830.23,12146.56
PROD0117,Mouse,Beauty,4313.34,5878.8
PROD0121,Mixer Grinder,Home,971.96,1548.11
PROD0130,Mouse,Beauty,18141.75,24503.36
PROD0135,Coffee,Beauty,1657.52,2018.65
PROD0123,Coffee,Fashion,14381.0,19023.05
PROD0132,Cricket Bat,Books,12771.35,19088.27
PROD0143,Football,Electronics,9790.18,12461.15
PROD0148,Watch,Books,17343.68,21363.56
PROD0113,Mouse,Sports,18810.26,27365.04
PROD0116,Notebook,Beauty,13111.38,17821.57
PROD0126,Monitor,Books,1051.86,1327.59
PROD0127,Cricket Bat,Sports,2710.12,3683.3
PROD0133,Headphones,Beauty,12553.63,15987.91
PROD0120,Keyboard,Electronics,6242.87,9445.17
PROD0149,Rice,Home,6580.69,8914.3
PROD0137,Smartphone,Fashion,6651.08,9043.25
PROD0147,Novel,Fashion,13276.85,15769.93
PROD0118,Mixer Grinder,Grocery,1741.67,2406.91
PROD0144,Coffee,Beauty,7807.7,11328.92
PROD0131,Shoes,Home,17236.82,23313.34
PROD0138,Perfume,Beauty,16666.18,22087.1
PROD0146,Perfume,Sports,10705.77,16680.85
PROD0150,Novel,Grocery,17598.82,22442.29
PROD0128,Notebook,Sports,11929.27,18818.64
PROD0129,Novel,Home,16309.38,25302.52
PROD0139,Perfume,Books,439.66,679.84
PROD0122,Perfume,Fashion,15381.36,20840.78
PROD0136,Novel,Books,3098.47,3861.56
PROD0145,Keyboard,Sports,3342.64,4547.08
PROD0119,Shoes,Beauty,1913.07,3019.59
PROD0115,Perfume,Sports,5773.93,7756.98
PROD0142,Mixer Grinder,Fashion,14962.94,20884.67
PROD0124,Monitor,Home,2994.05,4369.61
PROD0125,Cricket Bat,Books,8531.67,10486.69
PROD0140,Backpack,Home,9565.75,15058.73
PROD0183,Mouse,Fashion,2435.12,3387.59
PROD0164,Novel,Home,10143.92,13223.15
PROD0166,Keyboard,Books,17836.92,24202.61
PROD0174,Mixer Grinder,Beauty,15966.76,20807.12
PROD0180,Novel,Beauty,9491.55,13182.95
PROD0176,Football,Sports,1757.98,2591.32
PROD0187,Watch,Electronics,332.26,461.96
PROD0158,Monitor,Sports,16395.06,25971.81
PROD0169,Watch,Grocery,8739.71,12925.7
PROD0151,Face Wash,Electronics,16706.47,22748.17
PROD0153,Laptop,Fashion,19147.85,22366.91
PROD0167,Watch,Sports,3563.93,4935.28
PROD0172,Laptop,Books,12226.12,16145.14
PROD0182,T-shirt,Grocery,6167.13,7731.99
PROD0157,Monitor,Home,12137.56,19222.02
PROD0165,Cooking Oil,Beauty,9829.52,13221.55
PROD0154,Keyboard,Fashion,4027.25,4668.27
PROD0160,Perfume,Beauty,18832.34,23337.95
PROD0168,Football,Books,16173.57,22516.49
PROD0185,Monitor,Home,10516.51,13433.26
PROD0152,Headphones,Home,19998.16,26147.24
PROD0184,Perfume,Home,4366.87,5973.4
PROD0156,Cooking Oil,Fashion,9327.43,11802.09
PROD0161,Backpack,Home,16619.9,20929.14
PROD0186,Mouse,Grocery,3922.65,4912.6
PROD0179,Perfume,Grocery,13851.15,17837.41
PROD0159,Coffee,Books,562.28,725.56
PROD0163,Cooking Oil,Electronics,869.33,1208.14
PROD0177,Football,Books,15175.38,22167.8
PROD0178,Shoes,Books,15869.01,18913.86
PROD0171,Notebook,Sports,17638.54,22219.95
PROD0175,Cricket Bat,Fashion,17608.14,24653.26
PROD0155,Perfume,Fashion,2568.11,3726.99
PROD0170,Headphones,Grocery,17041.68,25968.61
PROD0173,T-shirt,Grocery,17026.51,20973.73
PROD0181,Notebook,Grocery,11030.25,14431.04
PROD0162,Perfume,Home,13700.97,20722.55
PROD0085,Watch,Fashion,6704.45,8104.8
PROD0093,Mouse,Home,3133.34,4914.48
PROD0077,Backpack,Sports,3197.05,4876.09
PROD0091,Cooking Oil,Home,13657.23,19804.62
PROD0103,Watch,Fashion,18787.78,22581.1
PROD0099,Shoes,Fashion,18373.12,24020.03
PROD0106,Coffee,Sports,12143.87,16760.25
PROD0079,Monitor,Fashion,13373.87,18717.68
PROD0082,Cricket Bat,Books,13765.57,21113.78
PROD0084,Smartphone,Electronics,12703.97,19350.77
PROD0100,Rice,Grocery,522.11,645.8
PROD0102,Face Wash,Grocery,12847.56,17085.4
PROD0107,Novel,Electronics,3842.07,4495.12
PROD0081,Rice,Fashion,5483.35,7798.27
PROD0097,Coffee,Home,3226.0,4727.95
PROD0112,Novel,Beauty,5948.32,7181.28
PROD0087,Keyboard,Sports,242.91,287.57
PROD0095,Novel,Home,14744.46,19160.18
PROD0108,T-shirt,Grocery,10422.41,15768.38
PROD0109,Rice,Sports,8654.38,13647.9
PROD0111,Coffee,Beauty,6220.23,8296.4
PROD0080,Face Wash,Fashion,5326.1,8257.43
PROD0092,Mixer Grinder,Beauty,11219.68,17318.93
PROD0094,Laptop,Fashion,16224.9,25094.04
PROD0086,Novel,Sports,14837.56,20746.71
PROD0088,Face Wash,Fashion,768.76,1011.8
PROD0089,Cooking Oil,Home,8624.24,10080.21
PROD0090,Cooking Oil,Fashion,19445.32,22711.21
PROD0101,Watch,Grocery,17293.84,27412.47
PROD0110,Backpack,Sports,6312.62,9668.45
PROD0076,Cooking Oil,Grocery,17623.24,27239.74
PROD0096,Shoes,Grocery,13414.65,19864.09
PROD0105,Rice,Books,11951.6,15603.52
PROD0078,Cricket Bat,Electronics,19677.87,29776.45
PROD0083,Smartphone,Electronics,5059.87,7886.68
PROD0098,T-shirt,Home,822.56,1120.17
PROD0104,Smartphone,Electronics,11632.77,18526.32
PROD0012,Watch,Beauty,7435.11,9251.35
PROD0031,Cricket Bat,Sports,12524.74,19147.21
PROD0037,Keyboard,Fashion,1430.79,2135.13
PROD0007,Headphones,Sports,2540.28,3975.62
PROD0006,Notebook,Sports,5327.19,6230.43
PROD0008,Cooking Oil,Sports,5898.91,8452.48
PROD0025,Notebook,Sports,1317.38,1741.22
PROD0029,Watch,Sports,8723.57,11813.25
PROD0032,Mouse,Sports,4018.28,5297.14
PROD0020,Shoes,Beauty,9204.09,11681.79
PROD0033,Laptop,Sports,19072.32,29850.0
PROD0022,Shoes,Fashion,17961.57,23884.04
PROD0014,Mouse,Books,3464.22,5120.49
PROD0009,Shoes,Home,3886.16,4590.72
PROD0036,Football,Home,18941.64,22512.97
PROD0010,Shoes,Home,5823.29,6905.88
PROD0019,Coffee,Beauty,6327.82,9143.37
PROD0027,Face Wash,Home,14428.4,21018.86
PROD0004,Rice,Electronics,3151.82,4982.23
PROD0026,Laptop,Beauty,5065.71,7086.68
PROD0035,Shoes,Sports,16145.16,20306.63
PROD0002,Laptop,Home,4447.79,6294.38
PROD0034,Cooking Oil,Home,6516.91,7551.56
PROD0024,Novel,Sports,2237.5,3204.88
PROD0003,Rice,Grocery,16126.09,23611.22
PROD0011,Cooking Oil,Fashion,2064.98,2633.03
PROD0016,Smartphone,Fashion,13708.05,20963.49
PROD0017,Coffee,Grocery,16444.96,24869.23
PROD0018,Perfume,Beauty,1370.46,2139.17
PROD0021,Perfume,Books,11249.29,14266.73
PROD0023,Smartphone,Home,10215.05,12165.2
PROD0028,Monitor,Grocery,5373.16,7728.93
PROD0030,Monitor,Home,15251.15,21023.05
PROD0015,Face Wash,Fashion,7620.14,12156.3
PROD0001,Face Wash,Books,4016.81,5794.04
PROD0005,Cooking Oil,Sports,1900.28,2268.03
PROD0013,Mixer Grinder,Beauty,18736.26,27010.49
