order_id,customer_id,product_id,quantity,unit_price,total_amount,order_date,status,payment_method
ORD0000042,CUS000944,PROD0010,4,6905.88,27623.52,2026-06-04,Delivered,UPI
ORD0000043,CUS000588,PROD0295,4,9874.53,39498.12,2026-06-22,Returned,Net Banking
ORD0000044,CUS000415,PROD0149,1,8914.3,8914.3,2025-04-21,Delivered,UPI
ORD0000045,CUS000472,PROD0088,5,1011.8,5059.0,2024-07-25,Cancelled,Credit Card
ORD0000046,CUS000250,PROD0224,1,21673.4,21673.4,2025-04-10,Returned,COD
ORD0000047,CUS000081,PROD0206,5,5519.24,27596.2,2026-04-29,Returned,UPI
ORD0000048,CUS000342,PROD0174,2,20807.12,41614.24,2026-01-20,Shipped,Credit Card
ORD0000049,CUS000544,PROD0262,1,2400.12,2400.12,2025-05-07,Pending,Debit Card
ORD0000050,CUS000745,PROD0179,3,17837.41,53512.23,2026-01-29,Shipped,Debit Card
ORD0000051,CUS000263,PROD0053,2,5387.53,10775.06,2024-09-23,Shipped,Debit Card
ORD0000052,CUS000182,PROD0079,1,18717.68,18717.68,2025-01-25,Returned,Net Banking
ORD0000053,CUS000460,PROD0289,5,3732.69,18663.45,2025-10-14,Pending,COD
ORD0000054,CUS000155,PROD0166,3,24202.61,72607.83,2025-01-22,Returned,Credit Card
ORD0000055,CUS000647,PROD0241,4,8718.93,34875.72,2025-05-01,Cancelled,UPI
ORD0000056,CUS000520,PROD0029,3,11813.25,35439.75,2025-03-29,Delivered,UPI
ORD0000057,CUS000039,PROD0237,4,11947.6,47790.4,2025-07-20,Delivered,UPI
ORD0000058,CUS000661,PROD0147,1,15769.93,15769.93,2025-06-13,Delivered,COD
ORD0000059,CUS000474,PROD0260,4,6472.29,25889.16,2026-06-19,Pending,COD
ORD0000060,CUS000931,PROD0022,4,23884.04,95536.16,2025-07-29,Pending,Debit Card
ORD0000061,CUS000488,PROD0165,5,13221.55,66107.75,2025-07-10,Pending,Debit Card
ORD0000062,CUS000106,PROD0032,4,5297.14,21188.56,2026-05-07,Cancelled,Credit Card
ORD0000063,CUS000041,PROD0259,2,22176.14,44352.28,2024-08-24,Shipped,Net Banking
ORD0000064,CUS000536,PROD0225,5,6501.49,32507.45,2025-08-20,Pending,Debit Card
ORD0000065,CUS000940,PROD0187,3,461.96,1385.88,2025-01-10,Cancelled,Net Banking
ORD0000066,CUS000696,PROD0210,3,13769.31,41307.93,2025-10-21,Pending,Credit Card
ORD0000067,CUS000338,PROD0172,1,16145.14,16145.14,2025-04-21,Delivered,COD
ORD0000068,CUS000259,PROD0198,3,8780.24,26340.72,2024-10-03,Pending,Debit Card
ORD0000069,CUS000597,PROD0171,1,22219.95,22219.95,2026-04-22,Shipped,UPI
ORD0000070,CUS000133,PROD0159,4,725.56,2902.24,2026-01-04,Pending,Credit Card
ORD0000071,CUS000386,PROD0159,5,725.56,3627.8,2025-06-10,Cancelled,Debit Card
ORD0000072,CUS000662,PROD0270,1,22752.74,22752.74,2025-07-14,Returned,COD
ORD0000073,CUS000372,PROD0186,1,4912.6,4912.6,2024-11-23,Cancelled,Debit Card
ORD0000074,CUS000971,PROD0110,3,9668.45,29005.35,2025-02-14,Returned,Debit Card
ORD0000075,CUS000159,PROD0116,2,17821.57,35643.14,2025-03-18,Delivered,UPI
ORD0000076,CUS000790,PROD0052,5,22016.46,110082.3,2026-01-20,Pending,COD
ORD0000077,CUS000898,PROD0020,3,11681.79,35045.37,2024-07-16,Pending,Debit Card
ORD0000078,CUS000167,PROD0193,2,14802.7,29605.4,2025-12-28,Shipped,COD
ORD0000079,CUS000045,PROD0085,4,8104.8,32419.2,2025-03-27,Returned,UPI
ORD0000080,CUS000626,PROD0122,4,20840.78,83363.12,2026-01-13,Cancelled,Net Banking
ORD0000081,CUS000245,PROD0120,5,9445.17,47225.85,2025-08-28,Cancelled,Net Banking
ORD0000082,CUS000695,PROD0100,3,645.8,1937.4,2025-12-13,Pending,Net Banking
ORD0000083,CUS000797,PROD0237,3,11947.6,35842.8,2025-03-12,Returned,COD
ORD0000084,CUS000990,PROD0271,4,18225.62,72902.48,2024-08-18,Shipped,Debit Card
ORD0000085,CUS000054,PROD0071,3,17318.77,51956.31,2024-08-11,Returned,UPI
ORD0000086,CUS000729,PROD0284,1,850.17,850.17,2025-10-17,Pending,Credit Card
ORD0000087,CUS000782,PROD0146,1,16680.85,16680.85,2024-11-14,Shipped,UPI
ORD0000088,CUS000151,PROD0231,5,18881.98,94409.9,2025-07-13,Returned,Credit Card
ORD0000089,CUS000906,PROD0114,4,15198.03,60792.12,2025-12-09,Cancelled,Credit Card
ORD0000090,CUS000406,PROD0213,1,30425.44,30425.44,2025-05-16,Pending,UPI
ORD0000091,CUS000084,PROD0121,4,1548.11,6192.44,2024-11-06,Cancelled,Debit Card
ORD0000092,CUS000954,PROD0015,3,12156.3,36468.9,2025-04-03,Delivered,UPI
ORD0000093,CUS000040,PROD0075,2,14845.27,29690.54,2026-02-07,Cancelled,Net Banking
ORD0000094,CUS000460,PROD0072,4,3833.13,15332.52,2025-10-03,Pending,Credit Card
ORD0000095,CUS000263,PROD0041,1,28709.32,28709.32,2025-12-26,Shipped,Debit Card
ORD0000096,CUS000541,PROD0281,5,6421.04,32105.2,2024-11-13,Returned,Credit Card
ORD0000097,CUS000309,PROD0148,2,21363.56,42727.12,2025-10-22,Delivered,Credit Card
ORD0000098,CUS000655,PROD0123,4,19023.05,76092.2,2026-06-25,Pending,Net Banking
ORD0000099,CUS000857,PROD0033,1,29850.0,29850.0,2025-11-11,Returned,COD
ORD0000100,CUS000648,PROD0275,1,10343.7,10343.7,2025-11-26,Pending,COD
ORD0000101,CUS000299,PROD0124,2,4369.61,8739.22,2025-01-26,Returned,Credit Card
ORD0000102,CUS000585,PROD0181,2,14431.04,28862.08,2025-04-27,Returned,Debit Card
ORD0000103,CUS000999,PROD0044,5,284.1,1420.5,2025-12-25,Cancelled,Credit Card
ORD0000104,CUS000520,PROD0270,5,22752.74,113763.7,2025-04-20,Pending,COD
ORD0000105,CUS000895,PROD0011,4,2633.03,10532.12,2026-05-10,Returned,Credit Card
ORD0000106,CUS000260,PROD0199,3,3030.83,9092.49,2026-03-31,Delivered,UPI
ORD0000107,CUS000247,PROD0035,3,20306.63,60919.89,2025-06-19,Delivered,COD
ORD0000108,CUS000046,PROD0171,2,22219.95,44439.9,2026-06-22,Cancelled,COD
ORD0000109,CUS000851,PROD0174,2,20807.12,41614.24,2025-08-04,Returned,Net Banking
ORD0000110,CUS000065,PROD0094,2,25094.04,50188.08,2025-06-04,Returned,Credit Card
ORD0000111,CUS000045,PROD0151,2,22748.17,45496.34,2025-09-10,Shipped,Credit Card
ORD0000112,CUS000528,PROD0162,3,20722.55,62167.65,2025-02-23,Returned,COD
ORD0000113,CUS000038,PROD0243,3,23289.34,69868.02,2024-10-08,Shipped,UPI
ORD0000114,CUS000887,PROD0183,1,3387.59,3387.59,2025-08-31,Cancelled,UPI
ORD0000115,CUS000448,PROD0064,3,17603.07,52809.21,2025-09-15,Returned,Net Banking
ORD0000116,CUS000998,PROD0198,3,8780.24,26340.72,2024-07-20,Shipped,Net Banking
ORD0000117,CUS000947,PROD0255,3,20426.43,61279.29,2026-05-14,Pending,UPI
ORD0000118,CUS000081,PROD0043,4,657.14,2628.56,2026-03-25,Returned,COD
ORD0000119,CUS000301,PROD0093,5,4914.48,24572.4,2025-02-15,Cancelled,Credit Card
ORD0000120,CUS000677,PROD0041,3,28709.32,86127.96,2026-04-28,Cancelled,UPI
ORD0000121,CUS000735,PROD0229,5,30975.27,154876.35,2025-03-12,Returned,Debit Card
ORD0000122,CUS000458,PROD0228,3,15438.52,46315.56,2026-01-13,Delivered,UPI
ORD0000123,CUS000655,PROD0223,3,10238.57,30715.71,2024-10-29,Delivered,Credit Card
ORD0000124,CUS000526,PROD0208,3,21080.49,63241.47,2025-08-26,Shipped,Credit Card
ORD0000125,CUS000695,PROD0074,5,17460.63,87303.15,2026-06-03,Returned,Credit Card
ORD0000126,CUS000242,PROD0065,1,15462.81,15462.81,2024-07-18,Cancelled,UPI
ORD0000127,CUS000034,PROD0197,5,23332.79,116663.95,2025-07-30,Pending,Debit Card
ORD0000128,CUS000381,PROD0231,3,18881.98,56645.94,2025-07-29,Returned,Credit Card
ORD0000129,CUS000543,PROD0294,2,11478.93,22957.86,2025-02-07,Cancelled,Net Banking
ORD0000130,CUS000256,PROD0161,3,20929.14,62787.42,2025-12-03,Delivered,Credit Card
ORD0000131,CUS000531,PROD0096,4,19864.09,79456.36,2025-09-22,Returned,COD
ORD0000132,CUS000794,PROD0061,3,20623.81,61871.43,2025-03-07,Cancelled,Net Banking
ORD0000133,CUS000293,PROD0110,5,9668.45,48342.25,2025-11-26,Returned,Debit Card
ORD0000134,CUS000874,PROD0063,2,27332.04,54664.08,2025-12-21,Delivered,Net Banking
ORD0000135,CUS000090,PROD0089,4,10080.21,40320.84,2025-05-02,Cancelled,UPI
ORD0000136,CUS000556,PROD0034,5,7551.56,37757.8,2026-01-18,Cancelled,UPI
ORD0000137,CUS000813,PROD0081,2,7798.27,15596.54,2026-04-27,Cancelled,COD
ORD0000138,CUS000206,PROD0115,1,7756.98,7756.98,2025-06-06,Shipped,Debit Card
ORD0000139,CUS000370,PROD0253,1,19581.41,19581.41,2025-03-04,Pending,COD
ORD0000140,CUS000823,PROD0189,4,23820.4,95281.6,2026-05-28,Pending,Debit Card
ORD0000141,CUS000317,PROD0045,1,1623.55,1623.55,2025-06-04,Returned,Net Banking
ORD0000142,CUS000788,PROD0270,4,22752.74,91010.96,2024-10-18,Returned,COD
ORD0000143,CUS000996,PROD0038,2,20823.24,41646.48,2024-11-22,Cancelled,Credit Card
ORD0000144,CUS000697,PROD0231,4,18881.98,75527.92,2025-04-02,Pending,UPI
ORD0000145,CUS000656,PROD0066,5,22792.97,113964.85,2025-07-13,Pending,Debit Card
ORD0000146,CUS000515,PROD0067,4,17331.22,69324.88,2024-11-01,Delivered,Credit Card
ORD0000147,CUS000312,PROD0266,2,18390.12,36780.24,2025-04-28,Shipped,Debit Card
ORD0000148,CUS000355,PROD0166,2,24202.61,48405.22,2025-09-14,Pending,UPI
ORD0000149,CUS000202,PROD0041,3,28709.32,86127.96,2024-08-20,Pending,UPI
ORD0000150,CUS000630,PROD0065,3,15462.81,46388.43,2024-10-30,Pending,Credit Card
ORD0000151,CUS000607,PROD0258,2,24895.55,49791.1,2025-10-03,Pending,Debit Card
ORD0000152,CUS000738,PROD0088,5,1011.8,5059.0,2024-11-20,Pending,UPI
ORD0000153,CUS000846,PROD0289,1,3732.69,3732.69,2024-11-14,Delivered,Credit Card
ORD0000154,CUS000272,PROD0024,5,3204.88,16024.4,2025-06-27,Shipped,COD
ORD0000155,CUS000655,PROD0214,5,1270.68,6353.4,2024-11-10,Delivered,Net Banking
ORD0000156,CUS000658,PROD0280,3,21167.04,63501.12,2024-11-10,Cancelled,Net Banking
ORD0000157,CUS000305,PROD0126,4,1327.59,5310.36,2025-03-13,Returned,Credit Card
ORD0000158,CUS000451,PROD0031,2,19147.21,38294.42,2024-11-04,Returned,Net Banking
ORD0000159,CUS000349,PROD0238,2,9697.95,19395.9,2025-06-17,Pending,Debit Card
ORD0000160,CUS000752,PROD0161,3,20929.14,62787.42,2025-07-23,Cancelled,Net Banking
ORD0000161,CUS000528,PROD0067,3,17331.22,51993.66,2025-11-23,Pending,Credit Card
ORD0000162,CUS000478,PROD0164,2,13223.15,26446.3,2025-02-25,Delivered,UPI
ORD0000163,CUS000145,PROD0231,2,18881.98,37763.96,2026-05-19,Delivered,Credit Card
ORD0000164,CUS000885,PROD0149,4,8914.3,35657.2,2026-07-02,Pending,Net Banking
ORD0000165,CUS000834,PROD0128,2,18818.64,37637.28,2025-03-29,Cancelled,COD
ORD0000166,CUS000782,PROD0161,2,20929.14,41858.28,2026-03-26,Shipped,Net Banking
ORD0000167,CUS000511,PROD0264,4,20967.16,83868.64,2025-01-14,Cancelled,Net Banking
ORD0000168,CUS000968,PROD0012,1,9251.35,9251.35,2024-09-13,Returned,COD
ORD0000169,CUS000221,PROD0235,2,25761.43,51522.86,2025-12-26,Pending,UPI
ORD0000170,CUS000289,PROD0025,1,1741.22,1741.22,2025-01-24,Returned,COD
ORD0000171,CUS000550,PROD0241,3,8718.93,26156.79,2024-09-17,Delivered,Credit Card
ORD0000172,CUS000904,PROD0221,2,25845.36,51690.72,2024-11-22,Cancelled,UPI
ORD0000173,CUS000047,PROD0207,3,3398.25,10194.75,2025-08-04,Returned,Credit Card
ORD0000174,CUS000200,PROD0292,5,925.26,4626.3,2025-10-27,Cancelled,COD
ORD0000175,CUS000396,PROD0148,1,21363.56,21363.56,2025-07-16,Pending,Net Banking
ORD0000176,CUS000846,PROD0282,3,19010.43,57031.29,2024-11-28,Pending,COD
ORD0000177,CUS000999,PROD0061,2,20623.81,41247.62,2025-04-21,Delivered,Net Banking
ORD0000178,CUS000572,PROD0192,3,21885.35,65656.05,2025-08-27,Cancelled,Debit Card
ORD0000179,CUS000522,PROD0102,5,17085.4,85427.0,2026-05-20,Returned,COD
ORD0000180,CUS000040,PROD0021,1,14266.73,14266.73,2026-01-05,Shipped,UPI
ORD0000181,CUS000468,PROD0243,5,23289.34,116446.7,2026-06-11,Shipped,COD
ORD0000182,CUS000336,PROD0264,2,20967.16,41934.32,2026-02-14,Pending,UPI
ORD0000183,CUS000632,PROD0084,4,19350.77,77403.08,2024-11-02,Cancelled,COD
ORD0000184,CUS000849,PROD0173,5,20973.73,104868.65,2026-05-20,Pending,COD
ORD0000185,CUS000307,PROD0251,5,15530.24,77651.2,2025-10-24,Returned,Credit Card
ORD0000186,CUS000690,PROD0189,3,23820.4,71461.2,2026-04-01,Delivered,Net Banking
ORD0000187,CUS000816,PROD0299,3,2120.1,6360.3,2025-03-12,Delivered,COD
ORD0000188,CUS000991,PROD0243,3,23289.34,69868.02,2025-02-08,Pending,COD
ORD0000189,CUS000598,PROD0117,1,5878.8,5878.8,2024-10-22,Returned,Debit Card
ORD0000190,CUS000794,PROD0269,5,22743.86,113719.3,2025-02-15,Returned,Debit Card
ORD0000191,CUS000587,PROD0125,1,10486.69,10486.69,2025-01-01,Delivered,Debit Card
ORD0000192,CUS000322,PROD0010,4,6905.88,27623.52,2026-05-09,Returned,Debit Card
ORD0000193,CUS000421,PROD0212,2,6008.89,12017.78,2026-07-14,Pending,COD
ORD0000194,CUS000723,PROD0242,1,29783.31,29783.31,2026-07-01,Shipped,COD
ORD0000195,CUS000333,PROD0107,5,4495.12,22475.6,2025-11-07,Returned,COD
ORD0000196,CUS000980,PROD0193,3,14802.7,44408.1,2026-05-07,Shipped,Net Banking
ORD0000197,CUS000560,PROD0273,3,18387.16,55161.48,2026-06-01,Cancelled,UPI
ORD0000198,CUS000981,PROD0248,2,9465.16,18930.32,2025-07-17,Shipped,UPI
ORD0000199,CUS000231,PROD0286,3,25705.23,77115.69,2024-12-08,Cancelled,UPI
ORD0000200,CUS000325,PROD0107,4,4495.12,17980.48,2025-02-21,Returned,UPI
ORD0000201,CUS000295,PROD0287,3,9940.32,29820.96,2025-02-22,Delivered,COD
ORD0000202,CUS000918,PROD0279,4,4529.87,18119.48,2026-04-12,Returned,UPI
ORD0000203,CUS000044,PROD0075,3,14845.27,44535.81,2026-03-07,Cancelled,Credit Card
ORD0000204,CUS000672,PROD0178,4,18913.86,75655.44,2025-04-15,Cancelled,Net Banking
ORD0000205,CUS000848,PROD0110,2,9668.45,19336.9,2026-05-30,Pending,UPI
ORD0000206,CUS000141,PROD0288,3,23947.4,71842.2,2026-05-17,Delivered,COD
ORD0000207,CUS000052,PROD0123,2,19023.05,38046.1,2025-01-19,Pending,Debit Card
ORD0000208,CUS000103,PROD0120,1,9445.17,9445.17,2026-04-12,Returned,UPI
ORD0000209,CUS000698,PROD0242,1,29783.31,29783.31,2025-11-27,Shipped,Credit Card
ORD0000210,CUS000417,PROD0282,2,19010.43,38020.86,2026-05-22,Returned,Net Banking
ORD0000211,CUS000329,PROD0103,3,22581.1,67743.3,2024-08-09,Cancelled,Credit Card
ORD0000212,CUS000238,PROD0046,5,13145.19,65725.95,2025-11-27,Pending,Credit Card
ORD0000213,CUS000904,PROD0090,4,22711.21,90844.84,2026-06-18,Shipped,Credit Card
ORD0000214,CUS000191,PROD0204,4,21550.07,86200.28,2026-01-30,Cancelled,Credit Card
ORD0000215,CUS000582,PROD0005,3,2268.03,6804.09,2025-07-25,Pending,Credit Card
ORD0000216,CUS000466,PROD0172,3,16145.14,48435.42,2024-08-29,Pending,COD
ORD0000217,CUS000872,PROD0253,2,19581.41,39162.82,2024-08-26,Pending,Net Banking
ORD0000218,CUS000829,PROD0140,2,15058.73,30117.46,2024-12-14,Delivered,UPI
ORD0000219,CUS000664,PROD0084,4,19350.77,77403.08,2025-02-15,Cancelled,Debit Card
ORD0000220,CUS000810,PROD0008,3,8452.48,25357.44,2026-01-29,Cancelled,COD
ORD0000221,CUS000626,PROD0099,2,24020.03,48040.06,2025-05-30,Returned,Net Banking
ORD0000222,CUS000089,PROD0264,3,20967.16,62901.48,2025-02-12,Returned,Credit Card
ORD0000223,CUS000489,PROD0095,2,19160.18,38320.36,2024-07-16,Cancelled,Debit Card
ORD0000224,CUS000393,PROD0004,3,4982.23,14946.69,2026-05-29,Shipped,Net Banking
ORD0000225,CUS000310,PROD0137,3,9043.25,27129.75,2025-04-12,Pending,COD
ORD0000226,CUS000670,PROD0006,3,6230.43,18691.29,2025-09-14,Cancelled,Debit Card
ORD0000227,CUS000477,PROD0032,1,5297.14,5297.14,2025-09-13,Cancelled,Debit Card
ORD0000228,CUS000946,PROD0208,5,21080.49,105402.45,2024-09-15,Cancelled,Credit Card
ORD0000229,CUS000630,PROD0152,3,26147.24,78441.72,2024-07-20,Shipped,Debit Card
ORD0000230,CUS000157,PROD0069,4,17017.02,68068.08,2024-10-27,Returned,COD
ORD0000231,CUS000719,PROD0192,4,21885.35,87541.4,2026-02-06,Pending,Net Banking
ORD0000232,CUS000781,PROD0276,2,16610.56,33221.12,2024-12-11,Shipped,COD
ORD0000233,CUS000458,PROD0042,5,11426.12,57130.6,2025-08-26,Pending,UPI
ORD0000234,CUS000115,PROD0040,5,22078.27,110391.35,2026-03-01,Delivered,COD
ORD0000235,CUS000587,PROD0259,2,22176.14,44352.28,2025-01-31,Pending,Debit Card
ORD0000236,CUS000875,PROD0085,3,8104.8,24314.4,2025-12-07,Pending,Net Banking
ORD0000237,CUS000735,PROD0060,2,27862.37,55724.74,2026-01-09,Pending,Net Banking
ORD0000238,CUS000457,PROD0047,5,15946.88,79734.4,2025-08-18,Delivered,Net Banking
ORD0000239,CUS000426,PROD0068,5,3786.23,18931.15,2026-07-03,Returned,COD
ORD0000240,CUS000474,PROD0030,5,21023.05,105115.25,2024-11-30,Cancelled,Credit Card
ORD0000241,CUS000837,PROD0203,3,20754.3,62262.9,2025-01-26,Delivered,Debit Card
ORD0000242,CUS000047,PROD0297,1,20326.0,20326.0,2025-10-14,Returned,UPI
ORD0000243,CUS000062,PROD0033,5,29850.0,149250.0,2025-08-29,Delivered,Net Banking
ORD0000244,CUS000419,PROD0017,3,24869.23,74607.69,2026-01-01,Shipped,Debit Card
ORD0000245,CUS000913,PROD0216,3,13262.39,39787.17,2025-05-03,Returned,Net Banking
ORD0000246,CUS000083,PROD0194,4,14512.53,58050.12,2025-01-25,Pending,Debit Card
ORD0000247,CUS000183,PROD0179,1,17837.41,17837.41,2026-04-05,Pending,Net Banking
ORD0000248,CUS000746,PROD0271,2,18225.62,36451.24,2024-08-08,Shipped,Credit Card
ORD0000249,CUS000475,PROD0012,3,9251.35,27754.05,2026-04-11,Pending,Net Banking
ORD0000250,CUS000844,PROD0273,4,18387.16,73548.64,2024-08-30,Shipped,Debit Card
ORD0000251,CUS000159,PROD0236,3,22192.54,66577.62,2026-06-25,Cancelled,Debit Card
ORD0000252,CUS000829,PROD0058,1,12136.03,12136.03,2025-10-21,Returned,COD
ORD0000253,CUS000212,PROD0009,2,4590.72,9181.44,2026-05-15,Delivered,Credit Card
ORD0000254,CUS000613,PROD0018,4,2139.17,8556.68,2025-02-24,Delivered,Debit Card
ORD0000255,CUS000450,PROD0023,4,12165.2,48660.8,2025-04-29,Shipped,COD
ORD0000256,CUS000144,PROD0112,1,7181.28,7181.28,2026-04-23,Pending,UPI
ORD0000257,CUS000327,PROD0120,5,9445.17,47225.85,2026-04-28,Pending,COD
ORD0000258,CUS000310,PROD0165,2,13221.55,26443.1,2026-04-09,Shipped,COD
ORD0000259,CUS000308,PROD0114,4,15198.03,60792.12,2024-11-03,Cancelled,Credit Card
ORD0000260,CUS000901,PROD0286,5,25705.23,128526.15,2024-08-06,Shipped,Net Banking
ORD0000261,CUS000049,PROD0285,4,22879.66,91518.64,2025-06-08,Cancelled,Net Banking
ORD0000262,CUS000714,PROD0269,3,22743.86,68231.58,2026-03-12,Returned,Net Banking
ORD0000263,CUS000386,PROD0077,3,4876.09,14628.27,2025-11-03,Shipped,COD
ORD0000264,CUS000870,PROD0243,2,23289.34,46578.68,2024-09-23,Shipped,UPI
ORD0000265,CUS000937,PROD0074,4,17460.63,69842.52,2024-07-24,Delivered,COD
ORD0000266,CUS000571,PROD0212,4,6008.89,24035.56,2025-02-20,Pending,Debit Card
ORD0000267,CUS000262,PROD0199,2,3030.83,6061.66,2025-05-03,Shipped,UPI
ORD0000268,CUS000868,PROD0041,4,28709.32,114837.28,2026-06-01,Cancelled,Credit Card
ORD0000269,CUS000053,PROD0275,2,10343.7,20687.4,2025-08-24,Cancelled,Net Banking
ORD0000270,CUS000193,PROD0021,1,14266.73,14266.73,2025-03-17,Pending,COD
ORD0000271,CUS000214,PROD0112,4,7181.28,28725.12,2024-10-26,Cancelled,UPI
ORD0000272,CUS000960,PROD0008,2,8452.48,16904.96,2025-12-04,Shipped,Credit Card
ORD0000273,CUS000713,PROD0246,2,27644.6,55289.2,2024-10-12,Pending,Debit Card
ORD0000274,CUS000566,PROD0204,2,21550.07,43100.14,2026-06-03,Cancelled,UPI
ORD0000275,CUS000547,PROD0195,4,14955.53,59822.12,2025-12-13,Cancelled,UPI
ORD0000276,CUS000526,PROD0134,3,7315.92,21947.76,2025-02-26,Returned,Net Banking
ORD0000277,CUS000780,PROD0051,4,18854.69,75418.76,2025-10-10,Cancelled,Debit Card
ORD0000278,CUS000424,PROD0190,3,7813.72,23441.16,2024-11-30,Delivered,COD
ORD0000279,CUS000017,PROD0114,2,15198.03,30396.06,2026-04-03,Cancelled,COD
ORD0000280,CUS000738,PROD0300,5,6717.61,33588.05,2025-05-11,Returned,UPI
ORD0000281,CUS000338,PROD0079,2,18717.68,37435.36,2025-11-10,Shipped,Net Banking
ORD0000282,CUS000512,PROD0292,2,925.26,1850.52,2024-11-01,Pending,UPI
ORD0000283,CUS000990,PROD0132,4,19088.27,76353.08,2024-09-18,Returned,Net Banking
ORD0000284,CUS000174,PROD0087,3,287.57,862.71,2025-11-07,Shipped,COD
ORD0000285,CUS000939,PROD0251,2,15530.24,31060.48,2026-07-04,Pending,Credit Card
ORD0000286,CUS000860,PROD0269,1,22743.86,22743.86,2025-10-10,Delivered,Credit Card
ORD0000287,CUS000141,PROD0004,4,4982.23,19928.92,2025-12-08,Shipped,Credit Card
ORD0000288,CUS000224,PROD0078,1,29776.45,29776.45,2025-12-12,Pending,Net Banking
ORD0000289,CUS000633,PROD0192,1,21885.35,21885.35,2025-09-10,Pending,Net Banking
ORD0000290,CUS000007,PROD0250,1,21463.63,21463.63,2024-11-29,Pending,COD
ORD0000291,CUS000018,PROD0211,1,1136.32,1136.32,2025-02-07,Pending,UPI
